classement systematique;FD Montargis;F Orléans et alentours;GNB;Vallees2007;n FE;Famille;Sous Famille;Tribu;Genre SousGenre;Genre;(SousGenre);Espèce SousEspèce;Espèce;SousEspèce;Auteur;France;code6;code4;code_sp;Genre SousGenre Espèce;Synonymous;Entomotec validation for the valley reference collection;J. COULON validation for the valley reference collection;altitude (Coulon et al, 2000);(2)altitude classes desender 1986;Altitude Jeannel;"altitude I (lowland-mountain;lowland-atpine)";altitude II (lowland-alpine);humidity (Coulon et al, 2000);humidity Jeannel;Freude Harde lohse  1976;humidity;habitat type desender etal 2008;consistensy (desender 2008);HK desender 1995;(10)habitat preference codes desender 1986;habitat type Jeannel;Habitat type Freude Harde lohse  1976;"habitat type 
(Coulon et al, 2000)";closeness 2;closeness 1;closeness.wing;RLK desender 1995;redlist categories desender etal 2008;(7)mean beetle size(mm) desender 1986;mean-beetle-size(mm)-desender-etal-2008 ou Hurka;Beetle size Ribera et al 1999;mean-beetle-size(mm);(8)wing developmental type desender 1986;Wing development Ribera et al.1999;Wing development Barbaro et al 2009;Wing morphology Cole et al.1999;wing-developmental-type-desender-etal-2008;Wing Hurka et al. 1996;Wing Turin et al. 2000;Wing Jeannel;hing wing development Baguette 1993;wing type;wing1;(9)main reprodutive period desender 1986;breeding season Ribera et al.1999;breeding season Cole et al.2002;Breeding season Barbaro et al 2009;Mating and ovoposition Turin et al 2000;Reproduction Luff 1998;breeding season den boer 1990;reproductive season butterfield 1996;Reproductive seasons Baguette 1993;Breeding season;overwintering Ribera et al.1999;overwintering Cole et al.2002;Overwintering Barbaro et al 2009;Overwintering Turin et al 2000;overwintering butterfield 1996;daily activity Ribera et al.l999.;daily activity Cole et al.2002.;Daily activity Barbaro et al 2009;Daily activity Turin at 2009;Daily activity Greenslade 1963;daily activity Luff 1978;duration of the life cycle Ribera et al.1999;life cycle Cole et al.1999;food of the adult Ribera et al 1999.;Feeding group Purtauf et al 2005;food of the adults Cole et al2002.;Diet Barbaro et al 2009;Diet Turin et al 2000;Diet Larochelle 1990;Diet Zetto ;Diet Freude Harde lohse  1976;Diet coleotteri carabidi 2005;Diet;Adult activity period Barbaro et al 2009;(3)soil type affinity desender 1986;(4)calc soil affinity desender 1986;(5)acid sand clay affinity desender 1986;(6)woodland cover desender 1986;(7)woodland type desender 1986;(8)river rivulets affinity desender 1986;(10)aridity index desender 1986;(11)minimal temp reaction desender 1986;(4)total distribution area desender 1986;Coulon observations;desender observations;Cole observation;Turin observations;Jeannel observations;larochelle observations;zetto observations;Luff observations;den boer observations;butterfield observations;loreau observations;general observations;closeness 1;closeness 2;humidity 1;humidity 2;;;
42;;;GNB;V;7247;Carabidae;Patrobinae;;Patrobus;Patrobus;(..);atrorufus;atrorufus;;(Stroem, 1768);Présent;Pa..at;Paat;paat;Patrobus atrorufus;;yes;;<=mountain;;;lowland-mountain;lowland-alpine;hygrophilous;;hygrophilous;hygrophilous;woodland stenotopic;;woodland (stenotopic);woodland (stenotopic);;;;woodland stenotopic;woodland;woodland-brachypterous;no risk;suspectible;8.3;8.3;;6-11,9;constantly brachypterous;apterous or brachipterous;NA; apterous or brachypterous;brachypter;;;;NA;brachypterous;brachypterous;Summer-Autumn;autumn;autumn/winter;NA;autumn;;NA;;NA;autumn;adult and larvae or only larvae;adult and larvae or only larvae;NA;imago;;nocturnal;nocturnal;NA;NA;NA;NA;two years;2 years;generalist predator;NA;generalist predators;NA;NA;NA;NA;;;carnivorous;NA;AL;;;3;;;-4;-4;paleartic;;;;;;;;;;;;;forest;forest-stenotopic;hygrophilous;hygrophilous-eurytopic
33;;;;V;7316;Carabidae;Trechinae;;Philochthus;Philochthus;(..);biguttatus;biguttatus;;(Fabricius, 1779);Présent;Ph..bi;Phbi;phbi;Philochthus biguttatus;;yes;BN det validated by  J. coulon;<= hill ;;;<= hill ;<= hill ;hygrophilous;;;hygrophilous;moist-grassland;;moist grasslands. eutrophic standing water;13,2;;;;moist-grassland;moist-grassland;;no risk;safe;4;4;;4;m;;;;macropter;;;;;macropter;;Spring;;;;;;;;;;;;;;;;;;;;;;;NA;NA;NA;NA;NA;England pollen;NA;;;;;L+ZL;;;;;;3;;A;;"dans desender ""bembidion biguttatus""";;;;;;;;;;;open-habitat;open-stenotopic;hygrophilous;hygrophilous-stenotopic;;;
34;;;;V;7325;Carabidae;Trechinae;;Philochthus;Philochthus;(..);guttula;guttula;;(Fabricius, 1792);Présent;Ph..gu;Phgu;phgu;Philochthus guttula;;no;BN det validated by J. coulon;<=mountain;;;<=mountain;<=mountain;hygrophilous;;;hygrophilous;moist-grassland-eurytopic;;moist habitats-eurytopic;20;;;;moist-grassland-eurytopic;moist-grassland-eurytopic;;no risk;safe;3.2;3.2;;3.2;d;;;;dimorf;;;;;dimorf;;Spring;;;;;;;;;;;;;;;;;;;;;;;generaliste predator;carnivorous;generalist predators;NA;NA;England (acarina earthworm spores);NA;;;;;ZL;;;;;;2;1;A;;"dans desender ""bembidion guttula""";;;;;;;;;;;open-habitat;open-eurytopic;hygrophilous;hygrophilous-eurytopic;;;
35;;;;V;7330;Carabidae;Trechinae;;Philochthus;Philochthus;;lunulatus;lunulatus;;(Geffroy in Fourcroy, 1785);Présent;Phlu;Phlu;phlu;Philochthus lunulatus;;;validated by J. Coulon;<=mountain;4;;<=mountain;<=mountain;hygrophilous;;;hygrophilous;dry-habitat-eurytopic;;moist habitats-eurytopic;20;;;;dry-habitat-eurytopic;dry-habitat-eurytopic;;no risk;safe;3.6;3.6;;3.6;m;;;;macropter;;;;;macropter;;Spring;;;;;;;;;;;;;;;;;;;;;;;NA;carnivorous;NA;NA;NA;England (acarina earthworm spores);NA;;;;;;;;;;;2;1;D;;"dans desender ""bembidion lunulatus""";;;;;;;;;;;open-habitat;open-eurytopic;hygrophilous;hygrophilous-eurytopic;;;
36;;;;V;7331;Carabidae;Trechinae;;Philochthus;Philochthus;(..);mannerheimii;mannerheimii;;(C.R. Sahlberg, 1827);Présent;Ph..ma;Phma;phma;Philochthus mannerheimii;;yes;BN det phgu validated as phma by J.Coulon;<=mountain;;;<=mountain;<=mountain;hygrophilous;;;hygrophilous;woodland-stenotopic;;woodland-stenotopic;;;;;woodland-stenotopic;woodland-stenotopic;;no risk;suspectible;;3.1;;3.1;;;;;brachypter;;;;;brachypter;;;;;;;;;;;;;;;;;;;;;;;;;generalist predator;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;"dans desender ""bembidion mannerheimii""";;;;;;;;;;;forest;forest-stenotopic;hygrophilous;hygrophilous-eurytopic;;;
38;;;;V;7385;Carabidae;Trechinae;;Phyla;Phyla;(..);obtusa;obtusa;;(Audinet-Serville, 1821);Présent;Ph..ob;Phob;phob;Phyla obtusa;=Phyla obtusum (Serville, 1821) ?;yes;BN det sent to J. coulon;<= hill ;1;;<= hill ;<= hill ;hygrophilous;;;hygrophilous;ruigten-en-akkers(set-aside field?);;rudeal-arable-land;12;;;;ruigten-en-akkers(set-aside field?);ruigten-en-akkers(set-aside field?);;no risk;safe;3.2;3.2;;3.2;d;;;;macropter;;;;;macropter;;Spring;;;;;;;;;;;;;;;;;;;;;;;NA;carnivorous;generalist predators;NA;NA;England (acarina earthworm spores vegetal tissue);NA;;;;;L+ZL;;;;;;3;2;B;;"dans desender ""Bembidion obtusum"" et ""Trechus obtusus""";;;;;;;;;;;open-habitat;open-stenotopic;hygrophilous;hygrophilous-eurytopic;;;
;;FD Orléans;;;7425;Carabidae;Platyninae;;Platyderus (Platyderus);Platyderus;(Platyderus);depressus;depressus;;(Audinet-Serville, 1821);Présent;PlPlde;Plde;plde;Platyderus (Platyderus) depressus;Platyderus ruficollis Marsham;;;<=mountain;;;lowland-mountain;lowland-alpine;indifferent;;;indifferent;NA;;;;;;;woodland eurytopic;woodland;NA;;;;;;NA;;;;;NA;;unknown wing type;;;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;NA;NA;NA;generalist predators;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;;FD Orléans;;V;7482;Carabidae;Platyninae;;Platynus;Platynus;(..);livens;livens;;(Gyllenhal, 1810);Présent;Pl..li;Plli;plli;Platynus livens;=Batenus livens;yes;;<= hill ;2;;<= hill ;<= hill ;hygrophilous;;;hygrophilous;woodland stenotopic;;woodland-stenotopic;13;;;;woodland stenotopic;woodland;woodland-not.brachypterous;endangered;suspectible;9;9;;6-11,9;m;;;;macropter;;;;;macropterous;not.brachypterous;Spring;;;;;;;;;;;;;;;;;;;;;;;NA;NA;NA;NA;NA;NA;NA;;;;;L+ZL;;;;;;;;A;;"dans desender ""Agonum livens""";;;;;;;;;;;forest;forest-stenotopic;hygrophilous;hygrophilous-stenotopic;;;
;FMontargis;;;;7532;Carabidae;Pterostichinae;Pterostichini;Poecilus (Macropoecilus);Poecilus;(Macropoecilus);kugelanni;kugelanni;;(Panzer, 1797);Présent;Poecilus (Macropoecilus) kugelanni;Poku;poku;Poecilus (Macropoecilus) kugelanni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;NA;NA;generalist predators;predator (Aphodiidae);predator (USSR Acrididae);NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;FMontargis;FD Orléans;GNB;V;7557;Carabidae;Pterostichinae;Pterostichini;Poecilus (Poecilus);Poecilus;(Poecilus);cupreus;cupreus;;(Linnaeus, 1758);Présent;PoPocu;Pocu;pocu;Poecilus (Poecilus) cupreus;pterostichus cupreus (Linnaeus, 1758);yes;;<= hill ;;;lowland-hill ;lowland-hill ;thermophilous;;;xerophilous;dry habitat eurytopic;;other moist habitats (eurytopic);different humid habitats (eurytopic);;;;generalist;generalist;generalist-not.brachypterous;no risk;safe;11;11;;6-11,9;constantly macropterous;NA;macropterous;NA;macropter;;;;NA;macropterous;not.brachypterous;Spring;NA;NA;spring breeder;spring;;NA;;NA;spring;NA;NA;imago and larvae;larvae;;NA;NA;diurnal;mainly diurnal;NA;NA;NA;NA;NA;omnivorous;NA;generalist predators;mixed ;mixed;NA;;;omnivorous;early spring;;;;;;;;;paleartic;;;;;;;;;;;;;eurytopic;eurytopic;eurytopic;eurytopic;;;
45;FMontargis;;GNB;V;7567;Carabidae;Pterostichinae;Pterostichini;Poecilus (Poecilus);Poecilus;(Poecilus);versicolor;versicolor;;(Sturm, 1824);Présent;PoPove;Pove;pove;Poecilus (Poecilus) versicolor;pterostichus versicolor (Sturm, 1824);yes;;<=mountain;;;lowland-mountain;lowland-alpine;indifferent;;heliophilous;xerophilous;dry habitat eurytopic;dry;other dry habitats (eurytopic);different dry habitats (eurytopic);;;;generalist;generalist;generalist-not.brachypterous;no risk;safe;10;10;;6-11,9;constantly macropterous;macropterous;macropterous;macropterous;macropter;;;;NA;macropterous;not.brachypterous;Spring;summer;spring/summer;summer breeder;spring;;NA;;NA;spring;adult;adult;imago only;larvae;;diurnal;diurnal;diurnal;mainly diurnal;NA;NA;one year;1 year;generalist predator;carnivorous;generalist predators;generalist predators;predator;primarily carnivorous;NA;;;carnivorous;late spring;;;*;;;;-1;;paleartic;;;;;;;;;;;;;open-habitat;open-eurytopic;eurytopic;eurytopic;;;
121;;;;V;7602;Carabidae;Dryptinae;;Polistichus;Polistichus;(..);connexus;connexus;;(Geoffroy in Fourcroy, 1785);Présent;Po..co;Poco;poco;Polistichus connexus;;yes;;<=mountain;;;<=mountain;<=mountain;hygrophilous;;;hygrophilous;dry-habitat-stenotopic;;NA;;;;;dry-habitat-stenotopic;dry-habitat-stenotopic;;NA;nieuw-NEW?;;8.5;;8.5;;;;;macropter;;;;;macropter;;;;;;;;;;;;;;;;;;;;;;;;;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;open-habitat;open-stenotopic;eurytopic;eurytopic;;;
89;FMontargis;;GNB;V;7636;Carabidae;Harpalinae;;Pseudoophonus (Pseudoophonus);Pseudoophonus;(Pseudoophonus);rufipes;rufipes;;(De Geer, 1774);Présent;PsPsru;Psru;psru;Pseudoophonus (Pseudoophonus) rufipes;harpalus rufipes (De Geer, 1774);yes;;<= hill ;;;lowland-hill ;lowland-hill ;indifferent;;;indifferent;brushwood and fields;;rudeal sites and arable land;ruderal habitats and cultivated fields;;;;openland;openland;openland-not.brachypterous;no risk;safe;13.5;13.5;;>11,9;constantly macropterous;macropterous;macropterous;macropterous;macropter;;;;NA;macropterous;not.brachypterous;Summer-Autumn;autumn;autumn/winter;summer breeder;autumn;;NA;;NA;autumn;adult and larvae or only larvae;adult and larvae or only larvae;imago and larvae;imago;;nocturnal;nocturnal;nocturnal;mainly nocturnal;NA;nocturnal;two years;2 years;mixed diet;omnivorous;mised diet;phytophagous or mixed;Omnivorous (ants, aphids, seed);NA;NA;;;omnivorous;summer/autumn;;;;;;;;;paleartic;"dans coulon ""pseudophonus""";;;;;;;;;;;;eurytopic;eurytopic;eurytopic;eurytopic;;;
46;;;;V;7657;Carabidae;Pterostichinae;Pterostichini;Pterostichus (Argutor);Pterostichus;(Argutor);vernalis;vernalis;;(Panzer, 1796);Présent;PtArve;Ptve;ptve;Pterostichus (Argutor) vernalis;=Lagarus vernalis (Coulon et al., 2000) = Stomis vernalis (Jeannel);yes;;<=mountain;;;<=mountain;<=mountain;hygrophilous;;;hygrophilous;moist-grassland-eurytopic;;moist habitats-eurytopic;20;;;;moist-grassland-eurytopic;moist-grassland-eurytopic;;no risk;safe;6.7;6.7;;6.7;p;;;;polymorf;;;;;polymorf;;Spring;;;;;;;;;;;;;;;;;;;;;;;generalist predator;carnivorous;generalist predators;generalist predators;NA;;NA;;;;;;;;;;;;2;A;;;;;;;;;;;;;open-habitat;open-eurytopic;hygrophilous;hygrophilous-eurytopic;;;
48;FMontargis;FD Orléans;GNB;V;7659;Carabidae;Pterostichinae;Pterostichini;Pterostichus (Bothriopterus);Pterostichus;(Bothriopterus);oblongopunctatus;oblongopunctatus;;(Fabricius, 1787);Présent;PtBoob;Ptob;ptob;Pterostichus (Bothriopterus) oblongopunctatus;;yes;;<=mountain;-3;;lowland-mountain;lowland-alpine;indifferent;;;indifferent;woodland eurytopic;;woodland (eurytopic);woodland (eurytopic);;;;woodland eurytopic;woodland;woodland-not.brachypterous;no risk;safe;10.5;10.5;;6-11,9;constantly macropterous;NA;NA;NA;macropter;;;;macropterous;macropterous;not.brachypterous;Spring;NA;NA;NA;spring;;NA;;spring;spring;NA;NA;NA;larvae;;NA;NA;NA;mainly nocturnal;NA;nocturnal;NA;NA;NA;carnivorous;NA;NA;NA adults - cannibalism in larval stage;predator;NA;;;carnivorous;NA;SL;;*;2;5;;-2;-3;paleartic;;;;;;;;;;;arthropods;;forest;forest-eurytopic;eurytopic;eurytopic;;;
;;;GNB;;7675;Carabidae;Pterostichinae;Pterostichini;Pterostichus (Cheporus);Pterostichus;(Cheporus);burmeisteri;burmeisteri;;Heer, 1838;Présent;PtChbu;Ptbu;ptbu;Pterostichus (Cheporus) burmeisteri;;;;mountain-alpine;;;mountain-alpine;mountain-alpine;indifferent;;hygrophilous;indifferent;NA;NA;NA;NA;;silvicol (eurytopic);;woodland eurytopic;woodland;woodland-brachypterous;NA;NA;NA;13.5;;>11,9;NA;NA;NA;NA;;brachypterous;;;NA;brachypterous;brachypterous;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;nocturnal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;carnivorous;NA;;;;;;;;;NA;;;;;;;;;;;arthropods;;forest;forest-stenotopic;eurytopic;eurytopic;;;
;;;GNB;;7693;Carabidae;Pterostichinae;Pterostichini;Pterostichus (Eosteropus);Pterostichus;(Eosteropus);aethiops;aethiops;;(Panzer, 1796);Présent;PtEoae;Ptae;ptae;Pterostichus (Eosteropus) aethiops;steropus aethiops (Panzer, 1797);;;mountain;;;mountain-alpine;mountain-alpine;hygrophilous;;hygrophilous;hygrophilous;woodland stenotopic;moist;NA;woodland (stenotopic);;;;woodland stenotopic;woodland;woodland-brachypterous;NA;;13.2;13.2;;>11,9;constantly brachypterous;apterous or brachipterous;NA;NA;brachypter;;;;NA;brachypterous;brachypterous;Spring;summer;NA;NA;NA;;NA;;NA;spring;adult and larvae or only larvae;NA;NA;NA;;nocturnal;NA;NA;NA;NA;nocturnal;one year;NA;generalist predator;NA;NA;NA;NA;NA;NA;;;carnivorous;NA;;;;;;;;;entirely european;;;;;;;;;;;arthropods;;forest;forest-stenotopic;hygrophilous;hygrophilous-eurytopic;;;
;;;GNB;;7744;Carabidae;Pterostichinae;Pterostichini;Pterostichus (Haptoderus);Pterostichus;(Haptoderus);pumilio;pumilio;;(Dejean, 1828);Présent;PtHapu;Ptpu;ptpu;Pterostichus (Haptoderus) pumilio;;;;<=mountain;;;lowland-mountain;lowland-alpine;indifferent;;hygrophilous;indifferent;NA;NA;NA;NA;;"silvicol; muscicol (eurytopic)";;woodland eurytopic;woodland;woodland-brachypterous;NA;NA;NA;5,2;;<6;NA;NA;NA;NA;;brachypterous;;;NA;brachypterous;brachypterous;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;nocturnal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;carnivorous;NA;;;;;;;;;NA;;;;;;=pterostichus pumilus?;;;;;arthropods;;;;;;;;
;;;GNB;;7880;Carabidae;Pterostichinae;Pterostichini;Pterostichus (Pseudomaseus);Pterostichus;(Pseudomaseus);nigrita;nigrita;;(Paykull, 1790);Présent;PtNigr;Ptni;ptnt;Pterostichus (Melanius) nigrita;Pterostichus (Pseudomaseus) nigrita (Paykull 1790) et Melanius nigritus dans coulon;; ;<=mountain;;;lowland-mountain;lowland-alpine;hygrophilous;;;hygrophilous;moist habitat eurytopic;;other moist habitats (eurytopic);different humid habitats (eurytopic);;;;generalist;generalist;generalist-not.brachypterous;no risk;safe;10,3;10.3;;6-11,9;polymorphic;dimorphic;dimorphic;dimorphic;polymorf;;;;macropterous;polymorphic;not.brachypterous;Spring;spring;spring/summer;spring breeder;spring;;NA;;spring;spring;adult and larvae or only larvae;adult and larvae or only larvae;imago and larvae;larvae;;nocturnal;nocturnal;nocturnal;mainly nocturnal;NA;nocturnal;one year;1 year;generalist predator;NA;generalist predators;generalist predators;NA for adult (cannibalism in larval stage);carnivorous;NA;;;carnivorous;early spring;;;;;;;;;paleartic;;;;;;;;;;;arthropods;;eurytopic;eurytopic;hygrophilous;hygrophilous-eurytopic;;;
49;FMontargis;FD Orléans;GNB;V;7789;Carabidae;Pterostichinae;Pterostichini;Pterostichus (Morphnosoma);Pterostichus;(Morphnosoma);melanarius;melanarius;;(Illiger, 1798);Présent;PtMome;Ptme;ptme;Pterostichus (Morphnosoma) melanarius;Morphnosoma vulgare (Linné, 1758);yes;;lowland - mountain;;;lowland-mountain;lowland-alpine;indifferent;;hygrophilous;xerophilous;dry habitat eurytopic;dry;other dry habitats (eurytopic);different dry habitats (eurytopic);;;;generalist;generalist;generalist-not.brachypterous;no risk;safe;15;15;;>11,9;dimorphic;dimorphic;NA;dimorphic;dimorf;;;;dimorphic;polymorphic;not.brachypterous;Summer-Autumn;autumn;autumn/winter;NA;autumn;;autumn;;autumn;autumn;adult and larvae or only larvae;adult and larvae or only larvae;NA;larvae/imago;;diurnal and nocturnal;diurnal and noctural;NA;mainly nocturnal;nocturnal;nocturnal;two years;2 years;generalist predator;carnivorous;generalist predators;NA;predator (larva of insect and spider);principally carnivorous;phytophagy ;;;carnivorous;NA;;;;;;;;;paleartic;;;;;;;;;;;arthropods;;eurytopic;eurytopic;xerophilous;xerophilous-eurytopic;;;
;;;GNB;;7851;Carabidae;Pterostichinae;Pterostichini;Pterostichus (Phonias);Pterostichus;(Phonias);ovoideus;ovoideus;;(Sturm, 1824);Présent;PtOvoi;Ptov;ptov;Pterostichus (Phonias) ovoideus;Argutor ovoideus (Stephens 1827) and Pterostichus interstinctus (Sturm 1824);;;<= hill ;;;lowland-hill ;lowland-hill ;hygrophilous;;hygrophilous;xerophilous;chalk grasslands, stony slopes and other xerothermic habitats;dry;calc grasslands, stony slopes and other xerothermic habitats;stony slopes and chalck grasslands;;;;openland;openland;openland-brachypterous;;;6,8;7.1;;6-11,9;constantly brachypterous;NA;NA;NA;;;;;NA;brachypterous;brachypterous;Spring;NA;NA;NA;NA;;NA;;NA;spring;NA;NA;NA;NA;;NA;NA;NA;NA;NA;nocturnal;NA;NA;NA;NA;NA;NA;omnivorous (pas que des animaux);NA;NA;;;omnivorous;NA;;;;;;;;;entirely european;;;;;;;;;;;arthropods;;;;;;;;
47;;FD Orléans;;V;7855;Carabidae;Pterostichinae;Pterostichini;Pterostichus (Phonias);Pterostichus;(Phonias);strenuus;strenuus;;(Panzer, 1797);Présent;PtPhst;Ptst;ptst;Pterostichus (Phonias) strenuus;;yes;;<= hill ;;;<= hill ;<= hill ;hygrophilous;;;hygrophilous;dry habitat eurytopic;;moist habitats. Dry habitats-eurytopic;19,20;;;swamps, rivers;generalist;generalist;;no risk;safe;6;6;;6-11,9;p;;;;polymorf;;;;;polymorphic;not.brachypterous;Spring;;;;;;;;;;;;;;;;;;;;;;;generalist predator;NA;generalist predators;generalist predators;NA;mixed;NA;;;;;;;;;;;;;A;"dans coulon ""argutor strenuus""";;;;;;;;;;;;eurytopic;eurytopic;hygrophilous;hygrophilous-eurytopic;;;
52;FMontargis;FD Orléans;GNB;V;7867;Carabidae;Pterostichinae;Pterostichini;Pterostichus (Platysma);Pterostichus;(Platysma);niger;niger;;(Schaller, 1783);Présent;PtPlni;Ptni;ptni;Pterostichus (Platysma) niger;Platysma nigrum (Schaller, 1783) ;no but ok;;<=mountain;;;lowland-mountain;lowland-alpine;indifferent;;;indifferent;woodland eurytopic;;other moist habitats (eurytropic) and woodland (eurytopic);woodland (eurytopic) and different humid habitats (eurytopic);;;;woodland eurytopic;woodland;woodland-not.brachypterous;no risk;safe;18;18;;>11,9;constantly macropterous;macropterous;NA;macropterous;macropter;;;;macropterous;macropterous;not.brachypterous;Summer-Autumn;autumn;spring/summer;NA;autumn;;autumn;;autumn;autumn;adult and larvae or only larvae;adult and larvae or only larvae;NA;larvae/imago;;nocturnal;nocturnal;NA;mainly nocturnal;nocturnal;nocturnal;one year;1 year;generalist predator;carnivorous;generalist predators;NA;carnivorous ;principally carnivorous (but strawberries's pest in Sweden);NA;;;carnivorous;NA;Z+ZL;;*;;;;2;;paleartic;;;;;;;;;;;arthropods;;forest;forest-eurytopic;eurytopic;eurytopic;;;
50;;;;V;7869;Carabidae;Pterostichinae;Pterostichini;Pterostichus (Pseudomaseus);Pterostichus;(Pseudomaseus);anthracinus;anthracinus;;(Illiger, 1798);Présent;PtPsan;Ptan;ptan;Pterostichus (Pseudomaseus) anthracinus;=Melanius anthracinus (Coulon = Platysma antharcinus (jeannel))= Pterostichus (Melanius) antharacinus (Hurka);yes;;<= hill ;;;<= hill ;<= hill ;hygrophilous;;;hygrophilous;eutrophic-standing-water;;eutrophic standing water;2;;;;eutrophic-standing-water;eutrophic-standing-water;;no risk;safe;10.8;10.8;;10.8;d;;;;dimorf;;;;;dimorf;;Spring;;;;;;;;;;;;;;;;;;;;;;;NA;NA;NA;NA;NA;NA;NA;;;;;L+ZL;;;;;;3;1;C;;;;;;;;;;;;;eurytopic;eurytopic;hygrophilous;hygrophilous-eurytopic;;;
51;FMontargis;;GNB;V;7897;Carabidae;Pterostichinae;Pterostichini;Pterostichus (Pterostichus);Pterostichus;(Pterostichus);cristatus;cristatus;;(L. Dufour, 1820);Présent;PtPtcr;Ptcr;ptcr;Pterostichus (Pterostichus) cristatus;;yes;;<=mountain;-3;;lowland-mountain;lowland-alpine;indifferent;;;indifferent;woodland stenotopic;;woodland (eurytopic);woodland (eurytopic);;;;woodland stenotopic;woodland;woodland-brachypterous;rare;suspectible;14.5;14.5;;>11,9;constantly brachypterous;apterous or brachipterous;NA; apterous or brachypterous;brachypter;;;;brachypterous;brachypterous;brachypterous;Summer-Autumn;autumn;autumn/winter;NA;autumn;;NA;;autumn;autumn;adult and larvae or only larvae;adult and larvae or only larvae;NA;NA;;nocturnal;nocturnal;NA;NA;NA;nocturnal;one year;1 year;generalist predator;NA;generalist predators;NA;NA;Carnivorous (worm);NA;;;carnivorous;NA;SL;*;;2;5;;-2;-3;paleartic;plusieurs ss es. Avec habitats différents, aucun ne correspond à ce qui figure dans le tableau.;;;;;;;;;;arthropods;;forest;forest-stenotopic;eurytopic;eurytopic;;;
53;FMontargis;FD Orléans;GNB;V;7978;Carabidae;Pterostichinae;Pterostichini;Pterostichus (Steropus);Pterostichus;(Steropus);madidus;madidus;;(Fabricius, 1775);Présent;PtStma;Ptma;ptma;Pterostichus (Steropus) madidus;steropus madidus(Fabriciuis 1775);no but ok;;<=mountain;-3;;lowland-mountain;lowland-alpine;indifferent;;;indifferent;woodland eurytopic;;other dry habitats (eurytopic) and  woodland (eurytopic);woodland (eurytopic) and beaches and dune slacks;;;;woodland eurytopic;woodland;woodland-brachypterous;no risk;safe;15.5;15.5;;>11,9;constantly brachypterous;apterous or brachipterous;brachypterous; apterous or brachypterous;brachypter;;;;brachypterous;brachypterous;brachypterous;Summer-Autumn;autumn;autumn/winter;autumn breeder;autumn;;NA;summer and autumn;autumn;autumn;adult and larvae or only larvae;adult and larvae or only larvae;imago and larvae;NA;larvae;nocturnal;nocturnal;nocturnal;mainly nocturnal;plastic;nocturnal;two years;2 years;mixed diet;carnivorous;mixed diet;phytophagous or mixed;predator (worm, inscet's larva);Larvae carnivorous Adult mixed;NA;;;omnivorous;summer/autumn;SL;*;;2;5;;-2;-3;entirely european;;;;;;;;;;above 300 m the life cycle is biennial and the greater part of the population dose no reproduce in the year of adult emergence;arthropods;;forest;forest-eurytopic;eurytopic;eurytopic;;;
;;;GNB;;8047;Carabidae;Harpalinae;;Semiophonus;Semiophonus;;signaticornis;signaticornis;;(Duftschmid, 1812);Présent;Sesi;Sesi;sesi;Semiophonus signaticornis;"Harpalus signaticornis ; Ophonus signaticornis (Duftschmid 1812)";;;<= hill ;;;lowland-hill ;lowland-hill ;thermophilous;;thermophilous;xerophilous;dry habitat stenotopic;;NA;NA;;;;generalist;generalist;generalist-not.brachypterous;NA;threatened;6.5;6.9;;6-11,9;constantly macropterous;NA;NA;NA;;;;;NA;macropterous;not.brachypterous;Summer-Autumn;NA;NA;NA;autumn;;NA;;NA;autumn;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;paleartic;;;;;;;;;;;;;;;;;;;
105;;;;V;8131;Carabidae;Harpalinae;;Stenolophus (Stenolophus);Stenolophus;(Stenolophus);mixtus;mixtus;;(Herbst, 1784);Présent;StStmi;Stmi;stmi;Stenolophus (Stenolophus) mixtus;;no;ZE det validated by J. Coulon;<= hill ;3;;<= hill ;<= hill ;hygrophilous;;;hygrophilous;eutrophic-standing-water;;eutrophic standing water;2;;;;eutrophic-standing-water;eutrophic-standing-water;;no risk;safe;5.5;5.5;;5.5;m;;;;macropter;;;;;macropter;;Spring;;;;;;;;;;;;;;;;;;;;;;;NA;NA;NA;NA;NA;Germany in field pollen;NA;;;;;Z+ZL;;;;;;2;3;A;;;;;;;;;;;;;open-habitat;open-eurytopic;hygrophilous;hygrophilous-stenotopic;;;
